GAMEID,Date,manager_name,team,win_loss
ANA200408290,08/29/2004,"""Mike Scioscia""",ANA,w
HOU200708290,08/29/2007,"""Tony LaRussa""",SLN,l
ARI200808290,08/29/2008,"""Bob Melvin""",ARI,w
ATL201008290,08/29/2010,"""Bobby Cox""",ATL,w
CHA201008290,08/29/2010,"""Ozzie Guillen""",CHA,l
MIN201308290,08/29/2013,"""Ron Gardenhire""",MIN,l
KCA201608290,08/29/2016,"""Joe Girardi""",NYA,l
CIN202008292,08/29/2020,"""David Bell""",CHN,l
MIA202108290,08/29/2021,"""David Bell""",CIN,l
PHI191308300,08/30/1913,"""Red Dooin""",PHI,w
PHI191508300,08/30/1915,"""Miller Huggins""",SLN,l
PHI192608300,08/30/1926,"""Dave Bancroft""",BSN,l
WS1193008300,08/30/1930,"""Bob Shawkey""",NYA,l
PIT193208301,08/30/1932,"""Bill McKechnie""",BSN,l
PIT193608301,08/30/1936,"""Bill McKechnie""",BSN,l
CHA193908301,08/30/1939,"""Jimmy Dykes""",CHA,w
CHN194408302,08/30/1944,"""Frankie Frisch""",PIT,l
CIN195008300,08/30/1950,"""Billy Southworth""",BSN,w
BSN195208302,08/30/1952,"""Charlie Grimm""",BSN,l
CHA195308302,08/30/1953,"""Paul Richards""",CHA,w
BAL195708300,08/30/1957,"""Paul Richards""",BAL,l
PIT195908302,08/30/1959,"""Eddie Sawyer""",PHI,l
BOS197508300,08/30/1975,"""Al Dark""",OAK,w
CAL197608300,08/30/1976,"""Ralph Houk""",DET,l
CAL198308300,08/30/1983,"""Pat Corrales""",CLE,l
PHI200008300,08/30/2000,"""Terry Francona""",PHI,l
BAL200108300,08/30/2001,"""Mike Hargrove""",BAL,l
HOU200308300,08/30/2003,"""Jimy Williams""",HOU,w
NYN200508300,08/30/2005,"""Charlie Manuel""",PHI,l
NYA200708300,08/30/2007,"""Terry Francona""",BOS,l
CLE200708300,08/30/2007,"""Eric Wedge""",CLE,w
CLE200808300,08/30/2008,"""Eric Wedge""",CLE,l
HOU200808300,08/30/2008,"""Cecil Cooper""",HOU,w
BOS201108300,08/30/2011,"""Joe Girardi""",NYA,w
SDN201408300,08/30/2014,"""Buddy Black""",SDN,w
ATL201908300,08/30/2019,"""Rick Renteria""",CHA,l
PHI202008300,08/30/2020,"""Joe Girardi""",PHI,l
BUF191408310,08/31/1914,"""Larry Schlafly""",BUF,l
NYA192408310,08/31/1924,"""Bucky Harris""",WS1,w
CLE192608310,08/31/1926,"""George Sisler""",SLA,l
PHI192708311,08/31/1927,"""Stuffy McInnis""",PHI,l
PIT192808312,08/31/1928,"""Donie Bush""",PIT,l
BRO194008310,08/31/1940,"""Leo Durocher""",BRO,w
SLA194108311,08/31/1941,"""Jimmy Dykes""",CHA,l
CIN194508310,08/31/1945,"""Frankie Frisch""",PIT,w
CLE195108310,08/31/1951,"""Zack Taylor""",SLA,w
CHN195708310,08/31/1957,"""Fred Hutchinson""",SLN,w
SLN195808310,08/31/1958,"""Bob Scheffing""",CHN,w
CIN196008310,08/31/1960,"""Solly Hemus""",SLN,w
KC1196608312,08/31/1966,"""Al Dark""",KC1,w
TEX197308310,08/31/1973,"""Whitey Herzog""",TEX,l
CIN197408310,08/31/1974,"""Gene Mauch""",MON,l
LAN197908310,08/31/1979,"""Tom Lasorda""",LAN,w
BOS198008310,08/31/1980,"""Billy Martin""",OAK,l
CLE198108310,08/31/1981,"""Billy Martin""",OAK,w
TOR198308310,08/31/1983,"""Bobby Cox""",TOR,l
CHA198608310,08/31/1986,"""Bobby Valentine""",TEX,l
SDN199508310,08/31/1995,"""Bruce Bochy""",SDN,l
TEX199608310,08/31/1996,"""Mike Hargrove""",CLE,l
CLE199908310,08/31/1999,"""Terry Collins""",ANA,l
DET200208310,08/31/2002,"""Luis Pujols""",DET,l
HOU200608310,08/31/2006,"""Ned Yost""",MIL,l
NYA200608310,08/31/2006,"""Jim Leyland""",DET,l
BOS200708310,08/31/2007,"""Dave Trembley""",BAL,w
ARI200708310,08/31/2007,"""Clint Hurdle""",COL,w
ANA200808310,08/31/2008,"""Mike Scioscia""",ANA,l
HOU200808310,08/31/2008,"""Tony LaRussa""",SLN,l
DET200808310,08/31/2008,"""Jim Leyland""",DET,w
ARI201008310,08/31/2010,"""Buddy Black""",SDN,l
TOR201308310,08/31/2013,"""Ned Yost""",KCA,l
ANA201408310,08/31/2014,"""Bob Melvin""",OAK,l
HOU201708310,08/31/2017,"""A.J. Hinch""",HOU,w
HOU201808310,08/31/2018,"""A.J. Hinch""",HOU,l
NYA201808310,08/31/2018,"""Aaron Boone""",DET,l
NY1190509010,09/01/1905,"""John McGraw""",NY1,w
NY1190909010,09/01/1909,"""Roger Bresnahan""",SLN,l
PHI190909011,09/01/1909,"""Clark Griffith""",CIN,w
CLE191309012,09/01/1913,"""Joe Birmingham""",CLE,w
PIT191609010,09/01/1916,"""Nixey Callahan""",PIT,l
PIT191909011,09/01/1919,"""Branch Rickey""",SLN,w
BOS192109010,09/01/1921,"""Hugh Duffy""",BOS,l
BSN192509010,09/01/1925,"""Rabbit Maranville""",CHN,l
WS1192809010,09/01/1928,"""Bucky Harris""",WS1,l
PIT194009012,09/01/1940,"""Frankie Frisch""",PIT,t
BOS194709011,09/01/1947,"""Bucky Harris""",NYA,l
BRO194909011,09/01/1949,"""Burt Shotton""",BRO,w
BRO195309010,09/01/1953,"""Eddie Stanky""",SLN,l
DET196209010,09/01/1962,"""Al Lopez""",CHA,l
CAL196509010,09/01/1965,"""Bill Rigney""",CAL,w
NYN197409010,09/01/1974,"""Clyde King""",ATL,l
LAN197809010,09/01/1978,"""Joe Torre""",NYN,l
BOS198009010,09/01/1980,"""Jim Fregosi""",CAL,l
MIL199309010,09/01/1993,"""Hal McRae""",KCA,l
PIT199309010,09/01/1993,"""Tom Lasorda""",LAN,l
NYA199809010,09/01/1998,"""Art Howe""",OAK,l
TOR199909010,09/01/1999,"""Tom Kelly""",MIN,l
CLE200009010,09/01/2000,"""Charlie Manuel""",CLE,w
FLO201009010,09/01/2010,"""Edwin Rodriguez""",FLO,l
BOS201309010,09/01/2013,"""Robin Ventura""",CHA,l
COL201509011,09/01/2015,"""Chip Hale""",ARI,w
LAN201509010,09/01/2015,"""Bruce Bochy""",SFN,l
NYA202009010,09/01/2020,"""Kevin Cash""",TBA,l
PIT202009010,09/01/2020,"""Derek Shelton""",PIT,l
BRF191509020,09/02/1915,"""Otto Knabe""",BLF,w
BSN191609022,09/02/1916,"""John McGraw""",NY1,t
DET191609020,09/02/1916,"""Pants Rowland""",CHA,l
DET192209020,09/02/1922,"""Ty Cobb""",DET,l
BOS193509021,09/02/1935,"""Bucky Harris""",WS1,l
CHN195109022,09/02/1951,"""Phil Cavarretta""",CHN,w
NYA196209020,09/02/1962,"""Hank Bauer""",KC1,l
CHA196309021,09/02/1963,"""Bill Rigney""",LAA,w
CIN196609020,09/02/1966,"""Dave Bristol""",CIN,l
CHN196709021,09/02/1967,"""Wes Westrum""",NYN,l
BAL196809022,09/02/1968,"""Earl Weaver""",BAL,w
NYA196909020,09/02/1969,"""Joe Schultz""",SE1,l
MON197009020,09/02/1970,"""Gene Mauch""",MON,w
HOU197409020,09/02/1974,"""Sparky Anderson""",CIN,l
BAL197409022,09/02/1974,"""Earl Weaver""",BAL,w
BOS198009020,09/02/1980,"""Don Zimmer""",BOS,w
CHA198109020,09/02/1981,"""Tony LaRussa""",CHA,l
SEA199609020,09/02/1996,"""Lou Piniella""",SEA,l
BAL199909020,09/02/1999,"""Larry Rothschild""",TBA,l
SDN200009020,09/02/2000,"""Bruce Bochy""",SDN,l
SFN200309020,09/02/2003,"""Clint Hurdle""",COL,l
MIN200409020,09/02/2004,"""Ron Gardenhire""",MIN,w
MIN201009020,09/02/2010,"""Ron Gardenhire""",MIN,l
COL201009020,09/02/2010,"""Jim Tracy""",COL,l
LAN201509020,09/02/2015,"""Bruce Bochy""",SFN,l
CLE201909020,09/02/2019,"""Rick Renteria""",CHA,l
SFN202109020,09/02/2021,"""Craig Counsell""",MIL,l
CLE202309020,09/02/2023,"""Kevin Cash""",TBA,l
BSN190809032,09/03/1908,"""John McGraw""",NY1,w
NY1190909030,09/03/1909,"""John McGraw""",NY1,w
PHI191009030,09/03/1910,"""John McGraw""",NY1,w
BUF191409031,09/03/1914,"""Larry Schlafly""",BUF,l
SLN191709031,09/03/1917,"""Fred Mitchell""",CHN,w
CIN192809032,09/03/1928,"""Bill McKechnie""",SLN,l
NY1193709030,09/03/1937,"""Burleigh Grimes""",BRO,w
CIN194409032,09/03/1944,"""Charlie Grimm""",CHN,w
CHN195109031,09/03/1951,"""Billy Meyer""",PIT,l
CLE195109031,09/03/1951,"""Paul Richards""",CHA,l
NYA195609032,09/03/1956,"""Paul Richards""",BAL,l
CIN196009030,09/03/1960,"""Fred Hutchinson""",CIN,l
ATL196709030,09/03/1967,"""Walter Alston""",LAN,l
KC1196709030,09/03/1967,"""Hank Bauer""",BAL,w
MIN196809030,09/03/1968,"""Cal Ermer""",MIN,l
SLN197209030,09/03/1972,"""Walter Alston""",LAN,w
MON197309030,09/03/1973,"""Whitey Lockman""",CHN,l
HOU197409030,09/03/1974,"""Preston Gomez""",HOU,l
CHA197509030,09/03/1975,"""Chuck Tanner""",CHA,l
KCA197609030,09/03/1976,"""Frank Lucchesi""",TEX,w
LAN198009030,09/03/1980,"""Joe Torre""",NYN,l
TEX198309031,09/03/1983,"""Doug Rader""",TEX,l
CAL198609030,09/03/1986,"""Earl Weaver""",BAL,l
BOS198909030,09/03/1989,"""Jim Lefebvre""",SEA,w
BOS199509030,09/03/1995,"""Marcel Lachemann""",CAL,l
SLN199609030,09/03/1996,"""Terry Collins""",HOU,l
NYN199709030,09/03/1997,"""Cito Gaston""",TOR,l
PIT199709030,09/03/1997,"""Gene Lamont""",PIT,l
SEA199909030,09/03/1999,"""Jimy Williams""",BOS,l
PHI200309030,09/03/2003,"""Larry Bowa""",PHI,w
CHA200309030,09/03/2003,"""Jerry Manuel""",CHA,l
FLO200809030,09/03/2008,"""Bobby Cox""",ATL,l
FLO200909030,09/03/2009,"""Bobby Cox""",ATL,l
TBA201209030,09/03/2012,"""Joe Maddon""",TBA,w
MIN201709030,09/03/2017,"""Paul Molitor""",MIN,l
MIL201809030,09/03/2018,"""Joe Maddon""",CHN,l
TBA201909032,09/03/2019,"""Brandon Hyde""",BAL,l
DET190509042,09/04/1905,"""Fielder Jones""",CHA,l
NY1190609040,09/04/1906,"""John McGraw""",NY1,w
NY1190709042,09/04/1907,"""John McGraw""",NY1,l
NY1191109041,09/04/1911,"""Fred Tenney""",BSN,l
NY1191109042,09/04/1911,"""Fred Tenney""",BSN,w
PHI191409040,09/04/1914,"""Red Dooin""",PHI,l
BRO191409040,09/04/1914,"""Wilbert Robinson""",BRO,l
BUF191409040,09/04/1914,"""Otto Knabe""",BLF,l
CIN191509040,09/04/1915,"""Miller Huggins""",SLN,l
BRO192709042,09/04/1927,"""Dave Bancroft""",BSN,l
CLE193909040,09/04/1939,"""Ossie Vitt""",CLE,l
NY1193909042,09/04/1939,"""Doc Prothro""",PHI,l
BRO194309040,09/04/1943,"""Mel Ott""",NY1,l
CHN194909040,09/04/1949,"""Frankie Frisch""",CHN,w
NY1195309040,09/04/1953,"""Leo Durocher""",NY1,l
CIN195409040,09/04/1954,"""Charlie Grimm""",MLN,w
CHA195409040,09/04/1954,"""Al Lopez""",CLE,l
BAL195509040,09/04/1955,"""Paul Richards""",BAL,l
NYA195509040,09/04/1955,"""Casey Stengel""",NYA,w
KC1195609040,09/04/1956,"""Al Lopez""",CLE,l
KC1196109042,09/04/1961,"""Bill Rigney""",LAA,l
PIT196209040,09/04/1962,"""Casey Stengel""",NYN,l
MIN196709042,09/04/1967,"""Cal Ermer""",MIN,l
BOS197009040,09/04/1970,"""Earl Weaver""",BAL,w
CHA197209041,09/04/1972,"""Chuck Tanner""",CHA,l
SDN197709040,09/04/1977,"""Al Dark""",SDN,l
MIN197809040,09/04/1978,"""Larry Doby""",CHA,l
MIL197809042,09/04/1978,"""George Bamberger""",MIL,w
BAL198109040,09/04/1981,"""Earl Weaver""",BAL,l
DET198509040,09/04/1985,"""Sparky Anderson""",DET,l
HOU198709040,09/04/1987,"""Jim Leyland""",PIT,l
BAL198909040,09/04/1989,"""Doc Edwards""",CLE,l
DET199209040,09/04/1992,"""Sparky Anderson""",DET,l
BAL199509040,09/04/1995,"""Phil Regan""",BAL,l
COL200709040,09/04/2007,"""Bruce Bochy""",SFN,l
ATL200909040,09/04/2009,"""Bobby Cox""",ATL,l
FLO201109040,09/04/2011,"""Charlie Manuel""",PHI,l
TBA201209040,09/04/2012,"""Joe Girardi""",NYA,l
TBA201609040,09/04/2016,"""John Gibbons""",TOR,w
PIT201609040,09/04/2016,"""Craig Counsell""",MIL,w
CLE201609040,09/04/2016,"""Terry Francona""",CLE,w
WAS202109041,09/04/2021,"""Dave Martinez""",WAS,l
TBA202209040,09/04/2022,"""Aaron Boone""",NYA,w
CLE190509060,09/05/1905,"""Nap Lajoie""",CLE,w
CIN190809050,09/05/1908,"""John Ganzel""",CIN,w
CIN191009051,09/05/1910,"""Clark Griffith""",CIN,w
CIN191409050,09/05/1914,"""Buck Herzog""",CIN,l
NEW191509052,09/05/1915,"""Otto Knabe""",BLF,w
PHA191609051,09/05/1916,"""Bill Carrigan""",BOS,l
PIT192509050,09/05/1925,"""Bill McKechnie""",PIT,w
PIT194509050,09/05/1945,"""Frankie Frisch""",PIT,l
PHA194709050,09/05/1947,"""Joe Cronin""",BOS,l
NY1195209050,09/05/1952,"""Steve O'Neill""",PHI,l
CLE195309051,09/05/1953,"""Al Lopez""",CLE,l
PHI196009050,09/05/1960,"""Fred Hutchinson""",CIN,w
KC1196109052,09/05/1961,"""Bill Rigney""",LAA,l
SLN196209050,09/05/1962,"""Birdie Tebbetts""",MLN,w
CAL197309050,09/05/1973,"""Bobby Winkles""",CAL,l
OAK197709052,09/05/1977,"""Bobby Winkles""",OAK,l
CAL197909050,09/05/1979,"""Tony LaRussa""",CHA,l
SEA197909050,09/05/1979,"""Pat Corrales""",TEX,l
BAL198209050,09/05/1982,"""Billy Gardner""",MIN,l
CLE198309050,09/05/1983,"""Sparky Anderson""",DET,l
SLN198709050,09/05/1987,"""Whitey Herzog""",SLN,l
SFN199009050,09/05/1990,"""Lou Piniella""",CIN,w
CIN199209050,09/05/1992,"""Jeff Torborg""",NYN,l
HOU199509050,09/05/1995,"""Davey Johnson""",CIN,l
TEX199509050,09/05/1995,"""Johnny Oates""",TEX,l
SDN200409050,09/05/2004,"""Bruce Bochy""",SDN,l
TBA200609050,09/05/2006,"""Ron Gardenhire""",MIN,w
SEA201009050,09/05/2010,"""Manny Acta""",CLE,l
WAS201209050,09/05/2012,"""Dale Sveum""",CHN,l
SFN201309050,09/05/2013,"""Kirk Gibson""",ARI,w
OAK201309050,09/05/2013,"""Bo Porter""",HOU,w
NYA202109050,09/05/2021,"""Aaron Boone""",NYA,l
PIT191309060,09/06/1913,"""Fred Clarke""",PIT,w
NY1191309060,09/06/1913,"""Bill Dahlen""",BRO,l
PIT193309061,09/06/1933,"""George Gibson""",PIT,w
BRO193409060,09/06/1934,"""Casey Stengel""",BRO,l
WS1194009060,09/06/1940,"""Bucky Harris""",WS1,w
PIT194509060,09/06/1945,"""Leo Durocher""",BRO,l
NYA194509062,09/06/1945,"""Joe McCarthy""",NYA,l
NY1194909061,09/06/1949,"""Leo Durocher""",NY1,l
NY1195309060,09/06/1953,"""Leo Durocher""",NY1,l
PHI196009060,09/06/1960,"""Gene Mauch""",PHI,l
BAL196309061,09/06/1963,"""Billy Hitchcock""",BAL,w
DET196609060,09/06/1966,"""Gil Hodges""",WS2,l
CIN196809062,09/06/1968,"""Dave Bristol""",CIN,l
OAK196909060,09/06/1969,"""Billy Martin""",MIN,w
OAK197109060,09/06/1971,"""Dick Williams""",OAK,l
BAL197109061,09/06/1971,"""Earl Weaver""",BAL,w
BAL197509060,09/06/1975,"""Billy Martin""",BAL,l
CIN197609060,09/06/1976,"""Bill Virdon""",HOU,l
CHN197809060,09/06/1978,"""Herman Franks""",CHN,l
CHN197909060,09/06/1979,"""Herman Franks""",CHN,l
PHI197909062,09/06/1979,"""Joe Torre""",NYN,l
SLN198309060,09/06/1983,"""Whitey Herzog""",SLN,l
MIL198609060,09/06/1986,"""George Bamberger""",MIL,l
NYA199009060,09/06/1990,"""Stump Merrill""",NYA,l
BOS199109060,09/06/1991,"""Jim Lefebvre""",SEA,l
ATL199209060,09/06/1992,"""Jim Fregosi""",PHI,l
NYA199609060,09/06/1996,"""Cito Gaston""",TOR,l
MIL199609060,09/06/1996,"""Phil Garner""",MIL,l
TOR199809060,09/06/1998,"""Jimy Williams""",BOS,l
SEA199909060,09/06/1999,"""Lou Piniella""",SEA,l
LAN200209060,09/06/2002,"""Jimy Williams""",HOU,l
SLN201309060,09/06/2013,"""Mike Matheny""",SLN,w
ARI201809060,09/06/2018,"""Brian Snitker""",ATL,w
TBA201909060,09/06/2019,"""Charlie Montoyo""",TOR,l
BAL202209060,09/06/2022,"""John Schneider""",TOR,l
CHN202209060,09/06/2022,"""David Bell""",CIN,l
CHA190209072,09/07/1902,"""Clark Griffith""",CHA,t
PIT190909070,09/07/1909,"""Frank Chance""",CHN,l
BSN191409071,09/07/1914,"""John McGraw""",NY1,l
SLN191509070,09/07/1915,"""Roger Bresnahan""",CHN,w
SLF191509072,09/07/1915,"""Fielder Jones""",SLF,l
BRO194109072,09/07/1941,"""Leo Durocher""",BRO,w
NYA194109070,09/07/1941,"""Joe Cronin""",BOS,l
DET194309072,09/07/1943,"""Steve O'Neill""",DET,w
CHA194709070,09/07/1947,"""Ted Lyons""",CHA,l
CHA195109071,09/07/1951,"""Paul Richards""",CHA,l
BOS195909070,09/07/1959,"""Casey Stengel""",NYA,l
CIN196009070,09/07/1960,"""Walter Alston""",LAN,l
MIN196609070,09/07/1966,"""Eddie Stanky""",CHA,l
CHN196909070,09/07/1969,"""Larry Shepard""",PIT,w
PHI197109070,09/07/1971,"""Frank Lucchesi""",PHI,l
CLE197409070,09/07/1974,"""Ken Aspromonte""",CLE,l
NYA198109070,09/07/1981,"""Buck Rodgers""",MIL,l
HOU198709070,09/07/1987,"""Roger Craig""",SFN,l
DET199709070,09/07/1997,"""Buddy Bell""",DET,l
TOR199809070,09/07/1998,"""Mike Hargrove""",CLE,l
ATL200209070,09/07/2002,"""Bobby Cox""",ATL,w
BOS200509070,09/07/2005,"""Mike Scioscia""",ANA,l
CIN200709070,09/07/2007,"""Ned Yost""",MIL,l
NYN200809072,09/07/2008,"""Charlie Manuel""",PHI,l
MIL201009070,09/07/2010,"""Ken Macha""",MIL,w
PHI201109070,09/07/2011,"""Fredi Gonzalez""",ATL,l
PIT201209070,09/07/2012,"""Clint Hurdle""",PIT,l
LAN201409070,09/07/2014,"""Don Mattingly""",LAN,w
MIA201509070,09/07/2015,"""Dan Jennings""",MIA,l
MIL201809070,09/07/2018,"""Bruce Bochy""",SFN,l
COL201809070,09/07/2018,"""Buddy Black""",COL,l
CHN190709082,09/08/1907,"""Fred Clarke""",PIT,l
BSN190809080,09/08/1908,"""Joe Kelley""",BSN,l
NY1190909081,09/08/1909,"""John McGraw""",NY1,w
NY1191009080,09/08/1910,"""Fred Lake""",BSN,t
NY1191309080,09/08/1913,"""Bill Dahlen""",BRO,l
NY1192309080,09/08/1923,"""Art Fletcher""",PHI,l
NYA192909080,09/08/1929,"""Bucky Harris""",DET,l
SLN194009081,09/08/1940,"""Frankie Frisch""",PIT,w
CIN194809080,09/08/1948,"""Billy Meyer""",PIT,w
MLN195309080,09/08/1953,"""Steve O'Neill""",PHI,l
MIN197009080,09/08/1970,"""Dave Bristol""",MIL,w
PHI197309080,09/08/1973,"""Danny Ozark""",PHI,l
NYN197709080,09/08/1977,"""Joe Torre""",NYN,l
SEA197909080,09/08/1979,"""Darrell Johnson""",SEA,w
CHA198009080,09/08/1980,"""Maury Wills""",SEA,l
CHN198209080,09/08/1982,"""Pat Corrales""",PHI,w
OAK198209080,09/08/1982,"""Billy Martin""",OAK,l
SDN198509080,09/08/1985,"""Dick Williams""",SDN,l
OAK198709080,09/08/1987,"""Bobby Valentine""",TEX,w
BOS198709080,09/08/1987,"""Lou Piniella""",NYA,l
NYA198809080,09/08/1988,"""Lou Piniella""",NYA,w
MON199309080,09/08/1993,"""Felipe Alou""",MON,w
PHI200209080,09/08/2002,"""Larry Bowa""",PHI,l
CHA200309080,09/08/2003,"""Ron Gardenhire""",MIN,l
ATL200409082,09/08/2004,"""Larry Bowa""",PHI,w
BOS200509080,09/08/2005,"""Mike Scioscia""",ANA,w
OAK201309080,09/08/2013,"""Bo Porter""",HOU,l
SFN201309080,09/08/2013,"""Kirk Gibson""",ARI,l
SEA201409080,09/08/2014,"""Lloyd McClendon""",SEA,w
ANA201509080,09/08/2015,"""Mike Scioscia""",ANA,l
CLE201609080,09/08/2016,"""A.J. Hinch""",HOU,l
CHA201709080,09/08/2017,"""Rick Renteria""",CHA,l
ATL201909080,09/08/2019,"""Dave Martinez""",WAS,w
PIT201909080,09/08/2019,"""Clint Hurdle""",PIT,l
SFN202009080,09/08/2020,"""Scott Servais""",SEA,l
NY1191109090,09/09/1911,"""Bill Dahlen""",BRO,t
BSN192009092,09/09/1920,"""George Stallings""",BSN,w
PIT193309092,09/09/1933,"""Max Carey""",BRO,w
CLE195209090,09/09/1952,"""Al Lopez""",CLE,l
NYA195309090,09/09/1953,"""Paul Richards""",CHA,l
PHI195609091,09/09/1956,"""Bobby Bragan""",PIT,w
MIN196309090,09/09/1963,"""Birdie Tebbetts""",CLE,l
WS2196709090,09/09/1967,"""Bill Rigney""",CAL,l
NYN197009092,09/09/1970,"""Frank Lucchesi""",PHI,l
CLE197409090,09/09/1974,"""Ralph Houk""",DET,l
SEA197909090,09/09/1979,"""Darrell Johnson""",SEA,l
CLE198009090,09/09/1980,"""Dave Garcia""",CLE,l
SDN198309090,09/09/1983,"""Russ Nixon""",CIN,l
OAK198709090,09/09/1987,"""Tony LaRussa""",OAK,w
BOS198709090,09/09/1987,"""Lou Piniella""",NYA,l
NYN199109090,09/09/1991,"""Bud Harrelson""",NYN,l
SLN199509090,09/09/1995,"""Bruce Bochy""",SDN,l
PHI199809090,09/09/1998,"""Bobby Valentine""",NYN,w
COL200109090,09/09/2001,"""Buddy Bell""",COL,l
TBA200209090,09/09/2002,"""Grady Little""",BOS,w
ATL200409090,09/09/2004,"""Bobby Cox""",ATL,l
COL200509090,09/09/2005,"""Bob Melvin""",ARI,w
SEA200509090,09/09/2005,"""Sam Perlozzo""",BAL,l
CHA200609090,09/09/2006,"""Eric Wedge""",CLE,l
COL201109090,09/09/2011,"""Jim Tracy""",COL,l
CHA201309090,09/09/2013,"""Jim Leyland""",DET,l
CIN201509090,09/09/2015,"""Bryan Price""",CIN,l
SEA201709090,09/09/2017,"""Mike Scioscia""",ANA,l
MIL201809090,09/09/2018,"""Craig Counsell""",MIL,w
DET201809090,09/09/2018,"""Mike Shildt""",SLN,w
CIN202309090,09/09/2023,"""David Bell""",CIN,l
ATL202309090,09/09/2023,"""Brian Snitker""",ATL,l
PIT190809100,09/10/1908,"""Fred Clarke""",PIT,l
SLN191109100,09/10/1911,"""Fred Clarke""",PIT,l
PIT191309100,09/10/1913,"""Fred Clarke""",PIT,l
DET192409100,09/10/1924,"""Johnny Evers""",CHA,w
CHA192509101,09/10/1925,"""George Sisler""",SLA,w
BRO193409100,09/10/1934,"""Casey Stengel""",BRO,l
PHI194209100,09/10/1942,"""Frankie Frisch""",PIT,l
BOS195509100,09/10/1955,"""Al Lopez""",CLE,w
BOS197409100,09/10/1974,"""Darrell Johnson""",BOS,l
MIN197609100,09/10/1976,"""Whitey Herzog""",KCA,l
CAL197809100,09/10/1978,"""Whitey Herzog""",KCA,l
KCA197909101,09/10/1979,"""Whitey Herzog""",KCA,w
DET198009100,09/10/1980,"""Earl Weaver""",BAL,w
TOR198109100,09/10/1981,"""Bobby Mattick""",TOR,w
MIN198409100,09/10/1984,"""Billy Gardner""",MIN,w
TEX198809100,09/10/1988,"""Cookie Rojas""",CAL,l
PHI199009100,09/10/1990,"""Nick Leyva""",PHI,l
COL200009100,09/10/2000,"""Buddy Bell""",COL,l
TBA200209100,09/10/2002,"""Hal McRae""",TBA,l
SEA200509100,09/10/2005,"""Mike Hargrove""",SEA,l
ARI200609100,09/10/2006,"""Tony LaRussa""",SLN,l
CHA201009100,09/10/2010,"""Ozzie Guillen""",CHA,w
COL201209100,09/10/2012,"""Jim Tracy""",COL,w
ANA201609100,09/10/2016,"""Mike Scioscia""",ANA,l
NYN201709100,09/10/2017,"""Terry Collins""",NYN,l
MIL202209100,09/10/2022,"""David Bell""",CIN,l
COL202209100,09/10/2022,"""Torey Lovullo""",ARI,l
NY1190909112,09/11/1909,"""John McGraw""",NY1,l
CIN191009110,09/11/1910,"""Roger Bresnahan""",SLN,w
DET191209110,09/11/1912,"""Hughie Jennings""",DET,l
CHN191309110,09/11/1913,"""Johnny Evers""",CHN,l
WS1191309110,09/11/1913,"""Joe Birmingham""",CLE,l
PHA191509112,09/11/1915,"""Branch Rickey""",SLA,w
PIT191509110,09/11/1915,"""Fred Clarke""",PIT,l
SLN191709112,09/11/1917,"""Hugo Bezdek""",PIT,l
WS1192709110,09/11/1927,"""Ray Schalk""",CHA,l
NYA193509110,09/11/1935,"""Steve O'Neill""",CLE,w
PIT194509111,09/11/1945,"""Ben Chapman""",PHI,l
CHN194809110,09/11/1948,"""Billy Meyer""",PIT,w
WS1195109110,09/11/1951,"""Paul Richards""",CHA,l
NY1195409110,09/11/1954,"""Birdie Tebbetts""",CIN,l
LAN195909111,09/11/1959,"""Walter Alston""",LAN,w
LAN195909112,09/11/1959,"""Danny Murtaugh""",PIT,l
LAN196609112,09/11/1966,"""Grady Hatton""",HOU,l
SFN196609112,09/11/1966,"""Leo Durocher""",CHN,l
PIT196809111,09/11/1968,"""Larry Shepard""",PIT,l
BAL197009110,09/11/1970,"""Eddie Kasko""",BOS,l
BAL197409111,09/11/1974,"""Earl Weaver""",BAL,w
NYN197409110,09/11/1974,"""Yogi Berra""",NYN,l
LAN197509110,09/11/1975,"""Sparky Anderson""",CIN,l
SLN198109110,09/11/1981,"""Whitey Herzog""",SLN,w
LAN198609110,09/11/1986,"""Tom Lasorda""",LAN,w
MIN198609110,09/11/1986,"""Bobby Valentine""",TEX,l
KCA198809110,09/11/1988,"""John Wathan""",KCA,l
BOS199009110,09/11/1990,"""Joe Morgan""",BOS,l
DET199609110,09/11/1996,"""Buddy Bell""",DET,l
NYA199809110,09/11/1998,"""Joe Torre""",NYA,l
NYA200209110,09/11/2002,"""Joe Torre""",NYA,w
ATL200309110,09/11/2003,"""Bobby Cox""",ATL,l
TBA200509110,09/11/2005,"""John Gibbons""",TOR,l
SEA200709110,09/11/2007,"""John McLaren""",SEA,l
PHI200709110,09/11/2007,"""Clint Hurdle""",COL,w
KCA200709110,09/11/2007,"""Buddy Bell""",KCA,l
HOU201009110,09/11/2010,"""Joe Torre""",LAN,w
MIN201309110,09/11/2013,"""Ron Gardenhire""",MIN,l
MIL201409110,09/11/2014,"""Mike Redmond""",MIA,l
NYN201409110,09/11/2014,"""Terry Collins""",NYN,l
BAL201509110,09/11/2015,"""Buck Showalter""",BAL,w
TOR201609110,09/11/2016,"""John Gibbons""",TOR,l
TBA201809110,09/11/2018,"""Kevin Cash""",TBA,l
SEA201909110,09/11/2019,"""Scott Servais""",SEA,w
PIT202209110,09/11/2022,"""Derek Shelton""",PIT,l
PIT192709120,09/12/1927,"""Stuffy McInnis""",PHI,l
